"券商","買進","賣出","買賣超","佔成交比重","日期"
"統一","2","26","24","4.97%","2018-1-22"
"兆豐-內湖","27","0","27","5.59%","2018-1-22"
"永豐金-南京","0","20","20","4.14%","2018-1-22"
"永豐金-中正","23","0","23","4.76%","2018-1-22"
"華南永昌-南京","0","20","20","4.14%","2018-1-22"
"豐農","15","0","15","3.11%","2018-1-22"
"統一-仁愛","0","12","12","2.48%","2018-1-22"
"大鼎","13","0","13","2.69%","2018-1-22"
"國票-安和","0","11","11","2.28%","2018-1-22"
"中農","16","5","11","2.28%","2018-1-22"
"瑞士信貸","0","10","10","2.07%","2018-1-22"
"中國信託-高雄","10","0","10","2.07%","2018-1-22"
"國泰","0","10","10","2.07%","2018-1-22"
"康和-嘉義","10","0","10","2.07%","2018-1-22"
"富邦-台北","0","10","10","2.07%","2018-1-22"
"富邦-內湖","10","0","10","2.07%","2018-1-22"
"元富-四維","0","10","10","2.07%","2018-1-22"
"元大-竹北","10","0","10","2.07%","2018-1-22"
"合庫-西台中","0","10","10","2.07%","2018-1-22"
"元大-發財","9","0","9","1.86%","2018-1-22"
"凱基-虎尾","0","10","10","2.07%","2018-1-22"
"華南永昌-公誠","10","1","9","1.86%","2018-1-22"
"華南永昌","0","8","8","1.66%","2018-1-22"
"兆豐-大同","8","0","8","1.66%","2018-1-22"
"彰銀","0","8","8","1.66%","2018-1-22"
"華南永昌-桃園","8","1","7","1.45%","2018-1-22"
"兆豐-彰化","0","8","8","1.66%","2018-1-22"
"兆豐-復興","48","7","41","8.49%","2018-1-23"
"元大-西門","0","73","73","15.11%","2018-1-23"
"華南永昌-南京","29","0","29","6%","2018-1-23"
"第一金-經紀部","2","26","24","4.97%","2018-1-23"
"元大","27","0","27","5.59%","2018-1-23"
"永豐金-桃園","0","20","20","4.14%","2018-1-23"
"永豐金-信義","23","0","23","4.76%","2018-1-23"
"玉山-高雄","0","20","20","4.14%","2018-1-23"
"統一-仁愛","15","0","15","3.11%","2018-1-23"
"富邦","0","12","12","2.48%","2018-1-23"
"富邦-台北","13","0","13","2.69%","2018-1-23"
"中國信託-中壢","0","11","11","2.28%","2018-1-23"
"群益金鼎-嘉義","16","5","11","2.28%","2018-1-23"
"兆豐-台南","0","10","10","2.07%","2018-1-23"
"大鼎","10","0","10","2.07%","2018-1-23"
"康和-嘉義","0","10","10","2.07%","2018-1-23"
"元大-花蓮","10","0","10","2.07%","2018-1-23"
"富邦-大同","0","10","10","2.07%","2018-1-23"
"群益金鼎-竹南","10","0","10","2.07%","2018-1-23"
"元大-北屯","0","10","10","2.07%","2018-1-23"
"日盛-中和","10","0","10","2.07%","2018-1-23"
"元大-開元","0","10","10","2.07%","2018-1-23"
"元富-世貿","9","0","9","1.86%","2018-1-23"
"兆豐-台中港","0","10","10","2.07%","2018-1-23"
"富邦-中壢","10","1","9","1.86%","2018-1-23"
"國泰-台中","0","8","8","1.66%","2018-1-23"
"兆豐-景美","8","0","8","1.66%","2018-1-23"
"元大-內湖","0","8","8","1.66%","2018-1-23"
"中國信託","8","1","7","1.45%","2018-1-23"
"富邦-竹東","0","8","8","1.66%","2018-1-23"
"元大","48","7","41","8.49%","2018-1-24"
"元大-北屯","0","73","73","15.11%","2018-1-24"
"大鼎","29","0","29","6%","2018-1-24"
"國票-安和","2","26","24","4.97%","2018-1-24"
"永豐金-桃園","27","0","27","5.59%","2018-1-24"
"摩根大通","0","20","20","4.14%","2018-1-24"
"日盛-竹北","23","0","23","4.76%","2018-1-24"
"華南永昌-南京","0","20","20","4.14%","2018-1-24"
"合庫-自強","15","0","15","3.11%","2018-1-24"
"永豐金-松山","0","12","12","2.48%","2018-1-24"
"富邦","13","0","13","2.69%","2018-1-24"
"第一金-彰化","0","11","11","2.28%","2018-1-24"
"富邦-嘉義","16","5","11","2.28%","2018-1-24"
"日盛","0","10","10","2.07%","2018-1-24"
"元富","10","0","10","2.07%","2018-1-24"
"大昌","0","10","10","2.07%","2018-1-24"
"美林","10","0","10","2.07%","2018-1-24"
"新光","0","10","10","2.07%","2018-1-24"
"合庫-西台中","10","0","10","2.07%","2018-1-24"
"台新","0","10","10","2.07%","2018-1-24"
"統一","10","0","10","2.07%","2018-1-24"
"華南永昌-中正","0","10","10","2.07%","2018-1-24"
"德信","9","0","9","1.86%","2018-1-24"
"玉山-雙和","0","10","10","2.07%","2018-1-24"
"第一金","10","1","9","1.86%","2018-1-24"
"元大-八德","0","8","8","1.66%","2018-1-24"
"凱基-南崁","8","0","8","1.66%","2018-1-24"
"凱基-竹北","0","8","8","1.66%","2018-1-24"
"群益金鼎-台北","8","1","7","1.45%","2018-1-24"
"國票-北投","0","8","8","1.66%","2018-1-24"
"國票-北投","48","7","41","8.49%","2018-1-25"
"兆豐-復興","0","73","73","15.11%","2018-1-25"
"元富","29","0","29","6%","2018-1-25"
"華南永昌-南京","2","26","24","4.97%","2018-1-25"
"富邦","27","0","27","5.59%","2018-1-25"
"大鼎","0","20","20","4.14%","2018-1-25"
"元大","23","0","23","4.76%","2018-1-25"
"富邦-嘉義","0","20","20","4.14%","2018-1-25"
"台新","15","0","15","3.11%","2018-1-25"
"國票-安和","0","12","12","2.48%","2018-1-25"
"合庫-自強","13","0","13","2.69%","2018-1-25"
"元大-土城學府","0","11","11","2.28%","2018-1-25"
"元大-大益","16","5","11","2.28%","2018-1-25"
"統一","0","10","10","2.07%","2018-1-25"
"台新-高雄","10","0","10","2.07%","2018-1-25"
"群益金鼎-嘉義","0","10","10","2.07%","2018-1-25"
"元大-新盛","10","0","10","2.07%","2018-1-25"
"元富-潮州","0","10","10","2.07%","2018-1-25"
"鑫豐","10","0","10","2.07%","2018-1-25"
"美林","0","10","10","2.07%","2018-1-25"
"富邦-世貿","10","0","10","2.07%","2018-1-25"
"元大-福營","0","10","10","2.07%","2018-1-25"
"第一金-彰化","9","0","9","1.86%","2018-1-25"
"日盛-信義","0","10","10","2.07%","2018-1-25"
"永豐金-經紀部","10","1","9","1.86%","2018-1-25"
"日盛-忠孝","0","8","8","1.66%","2018-1-25"
"凱基-台北","8","0","8","1.66%","2018-1-25"
"亞東-新竹","0","8","8","1.66%","2018-1-25"
"新光-新竹","8","1","7","1.45%","2018-1-25"
"群益金鼎-竹南","0","8","8","1.66%","2018-1-25"
"大鼎","48","7","41","8.49%","2018-1-26"
"永豐金-中正","0","73","73","15.11%","2018-1-26"
"國票-安和","29","0","29","6%","2018-1-26"
"富邦","2","26","24","4.97%","2018-1-26"
"統一-汐止","27","0","27","5.59%","2018-1-26"
"華南永昌-林口","0","20","20","4.14%","2018-1-26"
"元大-大同","23","0","23","4.76%","2018-1-26"
"凱基-台南","0","20","20","4.14%","2018-1-26"
"富邦-中壢","15","0","15","3.11%","2018-1-26"
"永豐金-敦南","0","12","12","2.48%","2018-1-26"
"元大-開元","13","0","13","2.69%","2018-1-26"
"永豐金-桃園","0","11","11","2.28%","2018-1-26"
"臺銀","16","5","11","2.28%","2018-1-26"
"華南永昌-南京","0","10","10","2.07%","2018-1-26"
"群益金鼎-竹南","10","0","10","2.07%","2018-1-26"
"元大-大益","0","10","10","2.07%","2018-1-26"
"兆豐-台南","10","0","10","2.07%","2018-1-26"
"元大-發財","0","10","10","2.07%","2018-1-26"
"第一金-大稻埕","10","0","10","2.07%","2018-1-26"
"日盛-高雄","0","10","10","2.07%","2018-1-26"
"國票-新莊","10","0","10","2.07%","2018-1-26"
"元大-北成功","0","10","10","2.07%","2018-1-26"
"富邦-內湖","9","0","9","1.86%","2018-1-26"
"統一-仁愛","0","10","10","2.07%","2018-1-26"
"日盛-板橋","10","1","9","1.86%","2018-1-26"
"富邦-延吉","0","8","8","1.66%","2018-1-26"
"凱基-台北","8","0","8","1.66%","2018-1-26"
"元富-新興","0","8","8","1.66%","2018-1-26"
"第一金-光復","8","1","7","1.45%","2018-1-26"
"兆豐-大同","0","8","8","1.66%","2018-1-26"
"永豐金-桃園","48","7","41","8.49%","2018-1-29"
"富邦","0","73","73","15.11%","2018-1-29"
"兆豐-內湖","29","0","29","6%","2018-1-29"
"瑞士信貸","2","26","24","4.97%","2018-1-29"
"元富","27","0","27","5.59%","2018-1-29"
"富邦-花蓮","0","20","20","4.14%","2018-1-29"
"港商野村","23","0","23","4.76%","2018-1-29"
"大鼎","0","20","20","4.14%","2018-1-29"
"華南永昌-南京","15","0","15","3.11%","2018-1-29"
"國泰","0","12","12","2.48%","2018-1-29"
"永豐金-松山","13","0","13","2.69%","2018-1-29"
"凱基-三重","0","11","11","2.28%","2018-1-29"
"元大-東蘆","16","5","11","2.28%","2018-1-29"
"元大-新盛","0","10","10","2.07%","2018-1-29"
"第一金-中壢","10","0","10","2.07%","2018-1-29"
"群益金鼎-三民","0","10","10","2.07%","2018-1-29"
"華南永昌-中正","10","0","10","2.07%","2018-1-29"
"富邦-台北","0","10","10","2.07%","2018-1-29"
"光和-嘉義","10","0","10","2.07%","2018-1-29"
"永豐金-信義","0","10","10","2.07%","2018-1-29"
"臺銀","10","0","10","2.07%","2018-1-29"
"新光","0","10","10","2.07%","2018-1-29"
"臺銀-臺中","9","0","9","1.86%","2018-1-29"
"宏遠-館前","0","10","10","2.07%","2018-1-29"
"國票-長城","10","1","9","1.86%","2018-1-29"
"華南永昌-林口","0","8","8","1.66%","2018-1-29"
"國票-北高雄","8","0","8","1.66%","2018-1-29"
"國票-新莊","0","8","8","1.66%","2018-1-29"
"統一-仁愛","8","1","7","1.45%","2018-1-29"
"凱基-台北","0","8","8","1.66%","2018-1-29"
"統一-南京","48","7","41","8.49%","2018-1-30"
"元大","0","73","73","15.11%","2018-1-30"
"永豐金-南京","29","0","29","6%","2018-1-30"
"富邦","2","26","24","4.97%","2018-1-30"
"元大-竹北","27","0","27","5.59%","2018-1-30"
"元富","0","20","20","4.14%","2018-1-30"
"台新","23","0","23","4.76%","2018-1-30"
"大鼎","0","20","20","4.14%","2018-1-30"
"兆豐-忠孝","15","0","15","3.11%","2018-1-30"
"華南永昌-和平","0","12","12","2.48%","2018-1-30"
"新光","13","0","13","2.69%","2018-1-30"
"元大-基隆","0","11","11","2.28%","2018-1-30"
"兆豐-永和","16","5","11","2.28%","2018-1-30"
"統一-城中","0","10","10","2.07%","2018-1-30"
"元大-土城學府","10","0","10","2.07%","2018-1-30"
"華南永昌-南京","0","10","10","2.07%","2018-1-30"
"永豐金-中正","10","0","10","2.07%","2018-1-30"
"凱基-信義","0","10","10","2.07%","2018-1-30"
"大昌","10","0","10","2.07%","2018-1-30"
"國泰","0","10","10","2.07%","2018-1-30"
"第一金-中壢","10","0","10","2.07%","2018-1-30"
"華南永昌-斗六","0","10","10","2.07%","2018-1-30"
"國票-北投","9","0","9","1.86%","2018-1-30"
"鑫豐","0","10","10","2.07%","2018-1-30"
"國泰-板橋","10","1","9","1.86%","2018-1-30"
"永豐金-桃園","0","8","8","1.66%","2018-1-30"
"富邦-建國","8","0","8","1.66%","2018-1-30"
"群益金鼎-大安","0","8","8","1.66%","2018-1-30"
"富邦-台北","8","1","7","1.45%","2018-1-30"
"新光-新竹","0","8","8","1.66%","2018-1-30"
"永豐金-桃園","48","7","41","8.49%","2018-1-31"
"凱基-信義","0","73","73","15.11%","2018-1-31"
"德信","29","0","29","6%","2018-1-31"
"日盛-大墩","2","26","24","4.97%","2018-1-31"
"群益金鼎-海山","27","0","27","5.59%","2018-1-31"
"凱基-南崁","0","20","20","4.14%","2018-1-31"
"元大-竹北","23","0","23","4.76%","2018-1-31"
"永豐金-經紀部","0","20","20","4.14%","2018-1-31"
"新百王","15","0","15","3.11%","2018-1-31"
"富邦","0","12","12","2.48%","2018-1-31"
"第一金-員林","13","0","13","2.69%","2018-1-31"
"永豐金-中正","0","11","11","2.28%","2018-1-31"
"美林","16","5","11","2.28%","2018-1-31"
"玉山-高雄","0","10","10","2.07%","2018-1-31"
"凱基-站前","10","0","10","2.07%","2018-1-31"
"土銀","0","10","10","2.07%","2018-1-31"
"彰銀","10","0","10","2.07%","2018-1-31"
"日盛-中和","0","10","10","2.07%","2018-1-31"
"國泰-高雄","10","0","10","2.07%","2018-1-31"
"華南永昌-桃園","0","10","10","2.07%","2018-1-31"
"元大-新莊","10","0","10","2.07%","2018-1-31"
"新光","0","10","10","2.07%","2018-1-31"
"元富-同大","9","0","9","1.86%","2018-1-31"
"元富-世貿","0","10","10","2.07%","2018-1-31"
"兆豐-民生","10","1","9","1.86%","2018-1-31"
"群益金鼎-大安","0","8","8","1.66%","2018-1-31"
"凱基-大直","8","0","8","1.66%","2018-1-31"
"元大-虎尾","0","8","8","1.66%","2018-1-31"
"元富-緯城","8","1","7","1.45%","2018-1-31"
"日盛-高雄","0","8","8","1.66%","2018-1-31"
"統一-仁愛","48","7","41","8.49%","2018-2-1"
"永豐金-信義","0","73","73","15.11%","2018-2-1"
"華南永昌-南京","29","0","29","6%","2018-2-1"
"凱基-信義","2","26","24","4.97%","2018-2-1"
"富邦-經紀","27","0","27","5.59%","2018-2-1"
"元大-南屯","0","20","20","4.14%","2018-2-1"
"永豐金-桃園","23","0","23","4.76%","2018-2-1"
"新光","0","20","20","4.14%","2018-2-1"
"元大-開元","15","0","15","3.11%","2018-2-1"
"日盛-大墩","0","12","12","2.48%","2018-2-1"
"玉山-台南","13","0","13","2.69%","2018-2-1"
"第一金-頭份","0","11","11","2.28%","2018-2-1"
"富邦-內湖","16","5","11","2.28%","2018-2-1"
"德信","0","10","10","2.07%","2018-2-1"
"元大-東門","10","0","10","2.07%","2018-2-1"
"美林","0","10","10","2.07%","2018-2-1"
"元富-三重","10","0","10","2.07%","2018-2-1"
"元大-蘆洲","0","10","10","2.07%","2018-2-1"
"兆豐-斗南","10","0","10","2.07%","2018-2-1"
"國泰-台南","0","10","10","2.07%","2018-2-1"
"新光-台中","10","0","10","2.07%","2018-2-1"
"華南永昌","0","10","10","2.07%","2018-2-1"
"第一金","9","0","9","1.86%","2018-2-1"
"永豐金-大稻埕","0","10","10","2.07%","2018-2-1"
"群益金鼎-海山","10","1","9","1.86%","2018-2-1"
"國泰-板橋","0","8","8","1.66%","2018-2-1"
"華南永昌-嘉義","8","0","8","1.66%","2018-2-1"
"元大-北港","0","8","8","1.66%","2018-2-1"
"第一金-彰化","8","1","7","1.45%","2018-2-1"
"元富-松德","0","8","8","1.66%","2018-2-1"
"元富-埔里","48","7","41","8.49%","2018-2-2"
"華南永昌-南京","0","73","73","15.11%","2018-2-2"
"華南永昌-中正","29","0","29","6%","2018-2-2"
"凱基-信義","2","26","24","4.97%","2018-2-2"
"群益金鼎-南三重","27","0","27","5.59%","2018-2-2"
"元大-南屯","0","20","20","4.14%","2018-2-2"
"新光-高雄","23","0","23","4.76%","2018-2-2"
"統一-仁愛","0","20","20","4.14%","2018-2-2"
"玉山-仁愛","15","0","15","3.11%","2018-2-2"
"永豐金-桃園","0","12","12","2.48%","2018-2-2"
"臺銀-臺中","13","0","13","2.69%","2018-2-2"
"日盛-大墩","0","11","11","2.28%","2018-2-2"
"美林","16","5","11","2.28%","2018-2-2"
"元大-羅東","0","10","10","2.07%","2018-2-2"
"安泰-楠梓","10","0","10","2.07%","2018-2-2"
"瑞士信貸","0","10","10","2.07%","2018-2-2"
"永豐金-天母","10","0","10","2.07%","2018-2-2"
"日盛-忠孝","0","10","10","2.07%","2018-2-2"
"永豐金-竹科","10","0","10","2.07%","2018-2-2"
"元大-竹北","0","10","10","2.07%","2018-2-2"
"日盛-園區","10","0","10","2.07%","2018-2-2"
"元富-新莊","0","10","10","2.07%","2018-2-2"
"富邦-台北","9","0","9","1.86%","2018-2-2"
"臺銀-民權","0","10","10","2.07%","2018-2-2"
"日盛-板橋","10","1","9","1.86%","2018-2-2"
"元富-城中","0","8","8","1.66%","2018-2-2"
"富邦-台南","8","0","8","1.66%","2018-2-2"
"康和-台中","0","8","8","1.66%","2018-2-2"
"台中銀","8","1","7","1.45%","2018-2-2"
"國泰","0","8","8","1.66%","2018-2-2"
"美林","48","7","41","8.49%","2018-2-5"
"合庫-自強","0","73","73","15.11%","2018-2-5"
"日盛-大墩","29","0","29","6%","2018-2-5"
"富邦-大同","2","26","24","4.97%","2018-2-5"
"永豐金-桃園","27","0","27","5.59%","2018-2-5"
"統一-仁愛","0","20","20","4.14%","2018-2-5"
"華南永昌-中正","23","0","23","4.76%","2018-2-5"
"元大-經紀部","0","20","20","4.14%","2018-2-5"
"元富-成功","15","0","15","3.11%","2018-2-5"
"新光-高雄","0","12","12","2.48%","2018-2-5"
"兆豐","13","0","13","2.69%","2018-2-5"
"元大-西門","0","11","11","2.28%","2018-2-5"
"永豐金-大稻埕","16","5","11","2.28%","2018-2-5"
"美商高盛","0","10","10","2.07%","2018-2-5"
"金港","10","0","10","2.07%","2018-2-5"
"第一金-彰化","0","10","10","2.07%","2018-2-5"
"元大-承德","10","0","10","2.07%","2018-2-5"
"玉山-城中","0","10","10","2.07%","2018-2-5"
"新加坡商瑞銀","10","0","10","2.07%","2018-2-5"
"富邦-台北","0","10","10","2.07%","2018-2-5"
"永豐金-敦南","10","0","10","2.07%","2018-2-5"
"元大-竹北","0","10","10","2.07%","2018-2-5"
"永豐金-大園","9","0","9","1.86%","2018-2-5"
"元大-台中中港","0","10","10","2.07%","2018-2-5"
"日盛-文化","10","1","9","1.86%","2018-2-5"
"玉山-桃園","0","8","8","1.66%","2018-2-5"
"兆豐-台中港","8","0","8","1.66%","2018-2-5"
"日盛-忠孝","0","8","8","1.66%","2018-2-5"
"元大-土城學府","8","1","7","1.45%","2018-2-5"
"永豐金-台中","0","8","8","1.66%","2018-2-5"
"凱基-信義","48","7","41","8.49%","2018-2-6"
"美林","0","73","73","15.11%","2018-2-6"
"元大-南屯","29","0","29","6%","2018-2-6"
"德信","2","26","24","4.97%","2018-2-6"
"元富-埔里","27","0","27","5.59%","2018-2-6"
"元大-忠孝鼎富","0","20","20","4.14%","2018-2-6"
"國泰","23","0","23","4.76%","2018-2-6"
"日盛-新竹","0","20","20","4.14%","2018-2-6"
"新光","15","0","15","3.11%","2018-2-6"
"花旗環球","0","12","12","2.48%","2018-2-6"
"元大-西門","13","0","13","2.69%","2018-2-6"
"華南永昌-中正","0","11","11","2.28%","2018-2-6"
"港商野村","16","5","11","2.28%","2018-2-6"
"華南永昌-和平","0","10","10","2.07%","2018-2-6"
"群益金鼎-南京","10","0","10","2.07%","2018-2-6"
"統一-城中","0","10","10","2.07%","2018-2-6"
"永豐金-台中","10","0","10","2.07%","2018-2-6"
"富邦","0","10","10","2.07%","2018-2-6"
"凱基-大直","10","0","10","2.07%","2018-2-6"
"富邦-台北","0","10","10","2.07%","2018-2-6"
"玉山-新莊","10","0","10","2.07%","2018-2-6"
"元大-木柵","0","10","10","2.07%","2018-2-6"
"日盛-忠孝","9","0","9","1.86%","2018-2-6"
"元大-北成功","0","10","10","2.07%","2018-2-6"
"富邦-內湖","10","1","9","1.86%","2018-2-6"
"元富-新莊","0","8","8","1.66%","2018-2-6"
"永豐金-桃園","8","0","8","1.66%","2018-2-6"
"新百王","0","8","8","1.66%","2018-2-6"
"元大-板橋","8","1","7","1.45%","2018-2-6"
"聯邦-高雄","0","8","8","1.66%","2018-2-6"
"元大-福營","48","7","41","8.49%","2018-2-7"
"富邦-大同","0","73","73","15.11%","2018-2-7"
"美林","29","0","29","6%","2018-2-7"
"元大-南屯","2","26","24","4.97%","2018-2-7"
"德信","27","0","27","5.59%","2018-2-7"
"日盛-大墩","0","20","20","4.14%","2018-2-7"
"港商野村","23","0","23","4.76%","2018-2-7"
"永豐金-桃園","0","20","20","4.14%","2018-2-7"
"永豐金-中和","15","0","15","3.11%","2018-2-7"
"元富-成功","0","12","12","2.48%","2018-2-7"
"第一金-彰化","13","0","13","2.69%","2018-2-7"
"美商高盛","0","11","11","2.28%","2018-2-7"
"新光","16","5","11","2.28%","2018-2-7"
"元大-板橋","0","10","10","2.07%","2018-2-7"
"聯邦-高雄","10","0","10","2.07%","2018-2-7"
"永豐金-中正","0","10","10","2.07%","2018-2-7"
"元富-世貿","10","0","10","2.07%","2018-2-7"
"國票-台南","0","10","10","2.07%","2018-2-7"
"元富-埔里","10","0","10","2.07%","2018-2-7"
"群益金鼎-北高雄","0","10","10","2.07%","2018-2-7"
"元大-台南","10","0","10","2.07%","2018-2-7"
"國票-九鼎","0","10","10","2.07%","2018-2-7"
"元大-竹北","9","0","9","1.86%","2018-2-7"
"第一金-大稻埕","0","10","10","2.07%","2018-2-7"
"新百王","10","1","9","1.86%","2018-2-7"
"統一-仁愛","0","8","8","1.66%","2018-2-7"
"豐農","8","0","8","1.66%","2018-2-7"
"康和-南崁","0","8","8","1.66%","2018-2-7"
"日盛-樹林","8","1","7","1.45%","2018-2-7"
"國票-安和","0","8","8","1.66%","2018-2-7"
"凱基-復興","48","7","41","8.49%","2018-2-8"
"群益金鼎-內湖","0","73","73","15.11%","2018-2-8"
"群益金鼎-西松","29","0","29","6%","2018-2-8"
"元大-花蓮","2","26","24","4.97%","2018-2-8"
"美林","27","0","27","5.59%","2018-2-8"
"統一-板橋","0","20","20","4.14%","2018-2-8"
"元富-安南","23","0","23","4.76%","2018-2-8"
"國泰","0","20","20","4.14%","2018-2-8"
"國票-北投","15","0","15","3.11%","2018-2-8"
"元大-竹北","0","12","12","2.48%","2018-2-8"
"日盛-新竹","13","0","13","2.69%","2018-2-8"
"凱基-七賢","0","11","11","2.28%","2018-2-8"
"元富-成功","16","5","11","2.28%","2018-2-8"
"大鼎","0","10","10","2.07%","2018-2-8"
"台新","10","0","10","2.07%","2018-2-8"
"元大-南京","0","10","10","2.07%","2018-2-8"
"日盛","10","0","10","2.07%","2018-2-8"
"玉山-新莊","0","10","10","2.07%","2018-2-8"
"國泰-館前","10","0","10","2.07%","2018-2-8"
"華南永昌-中正","0","10","10","2.07%","2018-2-8"
"富邦-內湖","10","0","10","2.07%","2018-2-8"
"富邦-高雄","0","10","10","2.07%","2018-2-8"
"元富-埔里","9","0","9","1.86%","2018-2-8"
"第一金-中山","0","10","10","2.07%","2018-2-8"
"永豐金-經紀部","10","1","9","1.86%","2018-2-8"
"元富-板橋","0","8","8","1.66%","2018-2-8"
"新光-台中","8","0","8","1.66%","2018-2-8"
"安泰-大發","0","8","8","1.66%","2018-2-8"
"統一-豐原","8","1","7","1.45%","2018-2-8"
"元大-蘆洲","0","8","8","1.66%","2018-2-8"
"美林","48","7","41","8.49%","2018-2-9"
"凱基-總公司","0","73","73","15.11%","2018-2-9"
"兆豐-南京","29","0","29","6%","2018-2-9"
"日盛-忠孝","2","26","24","4.97%","2018-2-9"
"元大-花蓮","27","0","27","5.59%","2018-2-9"
"華南永昌-大安","0","20","20","4.14%","2018-2-9"
"元大-南京","23","0","23","4.76%","2018-2-9"
"凱基-嘉義","0","20","20","4.14%","2018-2-9"
"宏遠-桃園","15","0","15","3.11%","2018-2-9"
"凱基-台北","0","12","12","2.48%","2018-2-9"
"鑫豐","13","0","13","2.69%","2018-2-9"
"兆豐-大同","0","11","11","2.28%","2018-2-9"
"瑞士信貸","16","5","11","2.28%","2018-2-9"
"第一金-彰化","0","10","10","2.07%","2018-2-9"
"華南永昌-世貿","10","0","10","2.07%","2018-2-9"
"第一金","0","10","10","2.07%","2018-2-9"
"群益金鼎-竹南","10","0","10","2.07%","2018-2-9"
"富邦","0","10","10","2.07%","2018-2-9"
"新光-高雄","10","0","10","2.07%","2018-2-9"
"日盛-板橋","0","10","10","2.07%","2018-2-9"
"大鼎","10","0","10","2.07%","2018-2-9"
"富邦-高雄","0","10","10","2.07%","2018-2-9"
"元大-台中中港","9","0","9","1.86%","2018-2-9"
"第一金-大稻埕","0","10","10","2.07%","2018-2-9"
"元大-南屯","10","1","9","1.86%","2018-2-9"
"華南永昌-楠梓","0","8","8","1.66%","2018-2-9"
"新光-台中","8","0","8","1.66%","2018-2-9"
"元大-華山","0","8","8","1.66%","2018-2-9"
"臺銀-金山","8","1","7","1.45%","2018-2-9"
"美商高盛","0","8","8","1.66%","2018-2-9"
"日盛","48","7","41","8.49%","2018-2-12"
"凱基-總公司","0","73","73","15.11%","2018-2-12"
"元大-南屯","29","0","29","6%","2018-2-12"
"永豐金-南京","2","26","24","4.97%","2018-2-12"
"日盛-大墩","27","0","27","5.59%","2018-2-12"
"永豐金-桃園","0","20","20","4.14%","2018-2-12"
"新光","23","0","23","4.76%","2018-2-12"
"群益金鼎-內湖","0","20","20","4.14%","2018-2-12"
"元大-土城學府","15","0","15","3.11%","2018-2-12"
"元富-嘉義","0","12","12","2.48%","2018-2-12"
"美商高盛","13","0","13","2.69%","2018-2-12"
"中國信託","0","11","11","2.28%","2018-2-12"
"第一金-豐原","16","5","11","2.28%","2018-2-12"
"兆豐-北高雄","0","10","10","2.07%","2018-2-12"
"日盛-忠孝","10","0","10","2.07%","2018-2-12"
"華南永昌-南京","0","10","10","2.07%","2018-2-12"
"永豐金-經紀部","10","0","10","2.07%","2018-2-12"
"美林","0","10","10","2.07%","2018-2-12"
"凱基-苗栗","10","0","10","2.07%","2018-2-12"
"富邦-高雄","0","10","10","2.07%","2018-2-12"
"第一金-中壢","10","0","10","2.07%","2018-2-12"
"中國信託-文心","0","10","10","2.07%","2018-2-12"
"元大-竹北","9","0","9","1.86%","2018-2-12"
"元富-埔里","0","10","10","2.07%","2018-2-12"
"台新","10","1","9","1.86%","2018-2-12"
"元大-花蓮","0","8","8","1.66%","2018-2-12"
"群益金鼎-西松","8","0","8","1.66%","2018-2-12"
"宏遠-桃園","0","8","8","1.66%","2018-2-12"
"新光-台南","8","1","7","1.45%","2018-2-12"
"凱基-七賢","0","8","8","1.66%","2018-2-12"
"元大-西門","48","7","41","8.49%","2018-2-21"
"凱基-總公司","0","73","73","15.11%","2018-2-21"
"永豐金-桃園","29","0","29","6%","2018-2-21"
"統一-南京","2","26","24","4.97%","2018-2-21"
"新光","27","0","27","5.59%","2018-2-21"
"元大","0","20","20","4.14%","2018-2-21"
"瑞士信貸","23","0","23","4.76%","2018-2-21"
"凱基-嘉義","0","20","20","4.14%","2018-2-21"
"兆豐-大同","15","0","15","3.11%","2018-2-21"
"元富","0","12","12","2.48%","2018-2-21"
"元大-花蓮","13","0","13","2.69%","2018-2-21"
"日盛","0","11","11","2.28%","2018-2-21"
"永豐金-內湖","16","5","11","2.28%","2018-2-21"
"兆豐-內湖","0","10","10","2.07%","2018-2-21"
"凱基-城中","10","0","10","2.07%","2018-2-21"
"凱基-復興","0","10","10","2.07%","2018-2-21"
"富邦-內湖","10","0","10","2.07%","2018-2-21"
"元富-四維","0","10","10","2.07%","2018-2-21"
"元大-南屯","10","0","10","2.07%","2018-2-21"
"統一-仁愛","0","10","10","2.07%","2018-2-21"
"富邦-經紀","10","0","10","2.07%","2018-2-21"
"富邦-嘉義","0","10","10","2.07%","2018-2-21"
"群益金鼎-南三重","9","0","9","1.86%","2018-2-21"
"華南永昌-南京","0","10","10","2.07%","2018-2-21"
"永豐金-潮州","10","1","9","1.86%","2018-2-21"
"玉山-板橋","0","8","8","1.66%","2018-2-21"
"元大-經紀部","8","0","8","1.66%","2018-2-21"
"國票-博愛","0","8","8","1.66%","2018-2-21"
"第一金-忠孝","8","1","7","1.45%","2018-2-21"
"元大-大同","0","8","8","1.66%","2018-2-21"
"中國信託-文心","48","7","41","8.49%","2018-2-22"
"統一-南京","0","73","73","15.11%","2018-2-22"
"富邦-嘉義","29","0","29","6%","2018-2-22"
"華南永昌-中正","2","26","24","4.97%","2018-2-22"
"中國信託-新竹","27","0","27","5.59%","2018-2-22"
"華南永昌","0","20","20","4.14%","2018-2-22"
"永豐金-桃園","23","0","23","4.76%","2018-2-22"
"美商高盛","0","20","20","4.14%","2018-2-22"
"美林","15","0","15","3.11%","2018-2-22"
